customer_id,age,annual_income,tenure_months,monthly_spend,orders_last_12_months,satisfaction_score,complaints_last_year,support_calls,discount_pct,region,customer_segment,payment_method,monthly_income,spending_ratio,orders_per_tenure_month
CUST10023,39,54268.19,16,96.09,6,5.5,1,1,14.1,Lagos,Professional,Cash,4522.349166666667,2.1247806495849595,0.38461538461538464
CUST10024,21,139944.62624999997,71,42.49,12,5.4,1,3,12.1,Kano,Business,Bank Transfer,11662.052187499998,0.3643441078538735,0.16901408450704225
CUST10025,31,139944.62624999997,12,78.96,6,10.0,2,3,4.0,Ibadan,Family,USSD,11662.052187499998,0.6770677984500316,0.5172413793103449
CUST10026,39,69917.17,19,107.68,11,6.7,1,2,12.6,Port Harcourt,Professional,USSD,5826.430833333333,1.8481297226418063,0.5670103092783506
CUST10027,24,56161.7,8,84.39,7,6.9,0,0,11.9,Abuja,Professional,Cash,4680.141666666666,1.8031505456565597,0.9090909090909091
CUST10028,43,58753.48,31,52.33,7,6.9,0,5,11.6,Abuja,Professional,Bank Transfer,4896.123333333334,1.068804775478831,0.22801302931596093
CUST10029,31,77074.16,91,92.96,7,9.8,2,4,24.5,Abuja,Professional,Cash,6422.846666666667,1.447333321569771,0.07713498622589532
CUST10030,34,31336.93,28,129.82,3,4.1,0,2,20.0,Abuja,Professional,USSD,2611.4108333333334,4.971259150146488,0.1079136690647482
CUST10031,31,47740.31,13,117.24,5,6.9,2,2,23.0,Ibadan,Professional,USSD,3978.3591666666666,2.9469435787073857,0.37593984962406013
CUST10032,60,57402.75,31,85.95,7,4.1,2,2,14.1,Kano,Student,USSD,4783.5625,1.7967780289271855,0.22364217252396165
CUST10033,38,68504.94,4,109.1,14,6.942268041237114,1,2,22.7,Lagos,Professional,Card,5708.745,1.911103053298054,3.58974358974359
CUST10034,25,57402.75,66,81.11,9,5.7,0,5,6.9,Port Harcourt,Professional,USSD,4783.5625,1.6955982074029554,0.13657056145675264
CUST10035,48,57402.75,21,87.41999999999999,4,7.7,0,6,9.8,Port Harcourt,Student,Bank Transfer,4783.5625,1.8275082639769,0.19047619047619047
CUST10036,23,130715.85,18,63.32,12,5.6,2,3,8.5,Lagos,Student,Card,10892.987500000001,0.5812914042176216,0.670391061452514
CUST10037,41,28026.82,26,126.19,9,7.7,2,3,9.0,Abuja,Business,USSD,2335.568333333333,5.402967586047936,0.34090909090909094
CUST10038,18,24579.85,29,80.5,5,7.2,0,1,12.2,Ibadan,Family,Bank Transfer,2048.320833333333,3.930048393297762,0.17006802721088435
CUST10039,22,62226.55,2,79.09,5,6.7,2,2,13.2,Port Harcourt,Student,USSD,5185.545833333334,1.5252010596762957,2.2727272727272725
CUST10040,40,97830.58,34,80.26,7,9.3,1,4,14.6,Lagos,Family,Bank Transfer,8152.548333333333,0.9844774507112195,0.20348837209302326
CUST10041,47,138863.77,8,133.27,13,5.9,1,3,22.5,Lagos,Student,Bank Transfer,11571.980833333333,1.1516610848171558,1.5662650602409638
CUST10042,40,42731.95,38,128.65,10,7.7,2,2,2.9,Abuja,Family,USSD,3560.995833333333,3.612753454967536,0.26666666666666666
CUST10043,37,99544.79,52,144.62,10,3.8,2,3,4.8,Port Harcourt,Family,USSD,8295.399166666666,1.7433760219896997,0.1926782273603083
CUST10044,34,53847.37,49,84.93,5,7.2,1,0,0.0,Abuja,Family,Card,4487.280833333333,1.8926829666889955,0.10224948875255624
CUST10045,20,50018.26,24,94.32,7,6.5,1,2,6.9,Port Harcourt,Family,USSD,4168.1883333333335,2.2628536058631386,0.2904564315352697
CUST10046,29,89420.16,22,48.85,5,4.9,2,1,9.3,Lagos,Student,Bank Transfer,7451.68,0.6555568677130527,0.22727272727272727
CUST10047,32,78736.81,5,122.29,11,7.7,0,3,7.8,Lagos,Family,Cash,6561.400833333333,1.8637788348296054,2.3913043478260874
CUST10048,51,23111.2,45,59.39,7,5.7,3,4,5.2,Port Harcourt,Student,Card,1925.9333333333334,3.083699678078161,0.15625
CUST10049,42,123894.5,10,91.18,9,10.0,3,5,12.5,Lagos,Professional,Bank Transfer,10324.541666666666,0.8831384766878272,0.9473684210526315
CUST10050,18,117493.55,21,59.22,7,2.6,1,1,9.7,Ibadan,Business,Bank Transfer,9791.129166666668,0.6048332014821239,0.3398058252427184
CUST10051,38,57402.75,10,71.08,8,7.4,4,6,6.7,Lagos,Professional,Cash,4783.5625,1.4859218417236106,0.8
CUST10052,33,68376.22,4,64.41,6,7.1,0,1,12.9,Port Harcourt,Business,USSD,5698.018333333333,1.130392993353537,1.3953488372093024
CUST10053,30,72171.83,30,72.19,2,6.5,0,1,8.6,Abuja,Student,Bank Transfer,6014.319166666667,1.2003021123338564,0.06711409395973154
CUST10054,38,63478.66,2,71.66,6,6.0,3,1,18.9,Abuja,Professional,Cash,5289.888333333333,1.3546599754941266,3.5294117647058822
CUST10055,50,40636.45,41,74.61,6,7.1,1,2,11.0,Kano,Student,Cash,3386.370833333333,2.2032436396387975,0.14492753623188406
CUST10056,49,38013.46,12,106.75,12,8.9,1,5,9.9,Abuja,Family,USSD,3167.7883333333334,3.3698589920517628,1.0434782608695652
CUST10057,28,54232.4,1,87.41999999999999,5,4.0,2,3,13.6,Kano,Student,Cash,4519.366666666667,1.9343418325576587,5.0
CUST10058,34,104829.39,22,92.23,5,5.5,4,3,0.0,Abuja,Student,Cash,8735.7825,1.0557726225441166,0.23255813953488372
CUST10059,42,74166.55,1,115.56,6,5.1,0,5,19.3,Port Harcourt,Professional,Cash,6180.545833333334,1.8697377726212154,4.285714285714286
CUST10060,50,44857.7,10,72.95,6,5.0,1,4,16.7,Kano,Family,Cash,3738.1416666666664,1.9515044239896386,0.6185567010309279
CUST10061,32,84079.89,37,70.0,9,7.6,1,2,7.2,Port Harcourt,Student,Cash,7006.6575,0.999049832248829,0.24456521739130438
CUST10062,36,11480.33,2,79.39,12,8.1,0,1,5.2,Port Harcourt,Business,Cash,956.6941666666667,8.298367729847488,6.315789473684211
CUST10063,25,103456.82,55,118.88,10,8.9,1,2,5.9,Kano,Student,Bank Transfer,8621.401666666667,1.3788941125389316,0.18214936247723135
CUST10064,24,21125.71,1,89.93,5,8.1,4,4,3.5,Ibadan,Student,Card,1760.4758333333332,5.1082780176382245,5.0
CUST10065,48,45059.81,8,72.4,10,8.2,4,2,1.8,Abuja,Professional,USSD,3754.9841666666666,1.9281040022139464,1.1764705882352942
CUST10066,54,29710.92,40,100.34,12,4.5,2,3,3.3,Port Harcourt,Business,Card,2475.91,4.052651348393117,0.2962962962962963
CUST10067,37,26984.39,11,58.36,4,9.7,0,4,0.0,Lagos,Student,USSD,2248.6991666666668,2.5952782330821633,0.3508771929824561
CUST10068,50,104145.39,3,102.29,8,6.6,1,5,9.8,Abuja,Student,Card,8678.7825,1.178621540521381,2.5
CUST10069,42,42525.23,13,96.29,8,8.9,0,0,11.2,Abuja,Family,USSD,3543.769166666667,2.7171634345069973,0.5970149253731343
CUST10070,30,66547.12,10,78.06,7,4.5,0,5,19.7,Ibadan,Professional,Cash,5545.593333333333,1.4076041157002739,0.7368421052631579
CUST10071,42,53598.81,56,68.47,6,6.6,1,7,17.9,Abuja,Family,Card,4466.5675,1.5329444814166582,0.10810810810810811
CUST10072,56,71500.59,11,63.74,6,8.7,2,3,7.6,Kano,Professional,Card,5958.3825,1.0697534104264035,0.5309734513274336
CUST10073,38,57373.65,47,102.1,8,7.1,2,3,10.5,Lagos,Professional,USSD,4781.1375,2.13547508307385,0.17130620985010706
CUST10074,57,27158.43,67,121.06,9,6.942268041237114,4,2,18.6,Abuja,Professional,USSD,2263.2025,5.349057364508921,0.13493253373313344
CUST10075,18,95133.38,17,70.43,11,9.4,4,5,9.3,Ibadan,Professional,Bank Transfer,7927.781666666667,0.8883947989654105,0.6432748538011696
CUST10076,48,41920.17,72,102.24,11,4.9,3,2,13.0,Lagos,Family,Cash,3493.3475,2.9267056884549847,0.1523545706371191
CUST10077,39,23364.39,14,33.96,6,7.0,2,5,8.4,Lagos,Family,Cash,1947.0325,1.744192765143879,0.4225352112676057
CUST10078,34,43461.25,91,78.37,8,8.2,3,2,12.2,Abuja,Professional,Bank Transfer,3621.7708333333335,2.1638586096810375,0.0881542699724518
CUST10079,39,125555.9,3,84.45,10,10.0,1,1,12.5,Kano,Business,USSD,10462.991666666667,0.8071305291109379,3.5714285714285716
CUST10080,18,87790.66,35,65.05,6,6.2,1,3,9.9,Abuja,Professional,Cash,7315.888333333333,0.8891606464742376,0.1724137931034483
CUST10081,35,45402.83,20,87.41999999999999,7,6.5,3,3,18.4,Abuja,Professional,USSD,3783.5691666666667,2.310516767346881,0.3431372549019608
CUST10082,42,45387.71,15,69.48,6,6.2,2,2,6.8,Port Harcourt,Family,Cash,3782.3091666666664,1.836973048430952,0.40816326530612246
CUST10083,56,46082.53,30,94.71,8,7.4,0,5,12.7,Lagos,Family,Card,3840.210833333333,2.4662708405983786,0.26666666666666666
CUST10084,32,139944.62624999997,36,83.24,8,8.1,0,2,22.7,Kano,Student,Card,11662.052187499998,0.7137680286598358,0.2191780821917808
CUST10085,28,67856.67,1,29.12,13,9.0,1,7,13.9,Lagos,Family,Cash,5654.7225,0.5149677990387681,13.0
CUST10086,32,69676.01,6,87.41999999999999,5,8.4,1,4,7.2,Abuja,Professional,Cash,5806.3341666666665,1.5055971201565643,0.9090909090909091
CUST10087,49,96930.0,38,72.82,9,6.1,3,6,14.1,Port Harcourt,Family,Cash,8077.5,0.9015165583410707,0.24
CUST10088,42,62719.18,33,99.08,8,8.5,1,4,26.6,Ibadan,Business,Bank Transfer,5226.598333333333,1.895688049492994,0.24316109422492402
CUST10089,32,47696.59,91,24.43,11,7.2,2,1,12.2,Kano,Family,Cash,3974.715833333333,0.6146351342936676,0.12121212121212122
CUST10090,44,49369.89,43,75.94,7,8.3,2,6,16.8,Kano,Student,Bank Transfer,4114.1575,1.8458214105804165,0.16317016317016317
CUST10091,39,52876.16,90,79.07,8,8.4,3,5,12.0,Abuja,Family,Bank Transfer,4406.346666666667,1.7944570861424123,0.08859357696567
CUST10092,50,53885.47,36,122.62,4,9.9,1,7,13.7,Lagos,Family,Card,4490.455833333333,2.73068045987165,0.10989010989010989
CUST10093,30,82066.46,11,76.22,7,6.4,1,2,11.5,Lagos,Professional,Cash,6838.871666666667,1.114511336299872,0.6603773584905661
CUST10094,34,56594.03,3,94.84,8,6.0,0,2,5.9,Ibadan,Professional,Card,4716.169166666667,2.0109541589457405,2.4242424242424243
CUST10095,33,82292.93,46,92.19,12,7.8,2,5,14.2,Ibadan,Business,Card,6857.744166666666,1.3443196153059565,0.26258205689277897
CUST10096,20,52611.73,31,34.22,8,9.1,0,4,4.7,Ibadan,Professional,Bank Transfer,4384.310833333334,0.7805103538697548,0.25806451612903225
CUST10097,42,57430.9,2,104.32,7,7.1,3,4,10.1,Lagos,Professional,USSD,4785.908333333334,2.179732513333414,4.666666666666667
CUST10098,41,18326.04,13,91.46,9,9.2,1,5,23.5,Port Harcourt,Professional,Bank Transfer,1527.17,5.988855202760661,0.6716417910447761
CUST10099,38,91041.31,91,87.41999999999999,9,8.2,0,3,11.6,Port Harcourt,Family,Card,7586.775833333333,1.152268129709469,0.09917355371900827
CUST10100,35,66546.56,21,151.77500000000003,10,6.6,3,3,6.5,Kano,Business,Bank Transfer,5545.546666666666,2.736880764385117,0.4807692307692307
CUST10101,21,95224.64,17,87.41999999999999,4,8.0,3,6,13.4,Port Harcourt,Family,Bank Transfer,7935.386666666666,1.1016476407786893,0.23529411764705882
CUST10102,33,11182.98,18,129.59,5,6.2,2,2,8.7,Kano,Professional,Bank Transfer,931.915,13.905774668290563,0.27173913043478265
CUST10103,34,139944.62624999997,7,78.38,10,7.4,0,3,12.7,Abuja,Family,Cash,11662.052187499998,0.6720944027673947,1.4285714285714286
CUST10104,28,57402.75,14,93.29,13,5.1,0,3,4.9,Lagos,Family,Bank Transfer,4783.5625,1.950220154957733,0.9420289855072463
CUST10105,36,57402.75,14,84.97,13,6.9,1,2,16.7,Lagos,Family,Card,4783.5625,1.776291205560709,0.935251798561151
CUST10106,43,31043.36,2,74.52,7,8.8,2,1,12.7,Lagos,Student,Bank Transfer,2586.9466666666667,2.880616015792105,4.375
CUST10107,61,77042.62,44,74.26,8,6.942268041237114,1,1,6.0,Abuja,Family,Cash,6420.218333333333,1.1566584833174158,0.18264840182648404
CUST10108,40,30813.55,16,94.53,6,8.1,2,2,14.2,Lagos,Professional,Card,2567.795833333333,3.6813674503586897,0.3703703703703704
CUST10109,41,57402.75,52,51.22,10,7.5,0,2,23.6,Abuja,Student,Bank Transfer,4783.5625,1.0707500947254267,0.19305019305019305
CUST10110,37,139944.62624999997,57,108.32,8,7.3,4,1,7.2,Port Harcourt,Family,Card,11662.052187499998,0.9288245178331742,0.14035087719298245
CUST10111,18,49524.02,7,75.17,5,4.7,2,0,16.5,Ibadan,Business,Cash,4127.001666666666,1.8214191820453998,0.7042253521126761
CUST10112,38,61986.79,32,59.32,10,6.6,1,2,14.5,Ibadan,Professional,USSD,5165.565833333333,1.1483737099469098,0.3115264797507788
CUST10113,39,88754.17,19,75.28,13,7.3,1,7,14.4,Lagos,Business,Cash,7396.180833333333,1.017822599208578,0.6770833333333334
CUST10114,68,72237.42,64,87.41999999999999,3,5.0,1,4,17.4,Lagos,Student,Cash,6019.785,1.452211333129007,0.04716981132075471
CUST10115,36,59743.69,7,72.2,10,3.8,2,3,10.3,Lagos,Family,Card,4978.640833333334,1.450194991303684,1.36986301369863
CUST10116,38,67226.11,34,96.68,1,9.0,2,4,12.9,Ibadan,Student,Card,5602.175833333334,1.7257580425224663,0.029411764705882353
CUST10117,38,139944.62624999997,28,68.97,5,7.1,3,4,12.6,Port Harcourt,Professional,USSD,11662.052187499998,0.5914053452266804,0.1779359430604982
CUST10118,24,53284.36,10,104.79,10,7.4,0,1,6.9,Lagos,Family,USSD,4440.363333333334,2.3599420167568868,0.9523809523809523
CUST10119,52,61432.42,4,102.49,13,8.0,1,6,14.8,Ibadan,Family,USSD,5119.368333333333,2.002004804629217,2.954545454545454
CUST10120,47,98022.11,32,133.75,11,5.2,2,2,9.8,Abuja,Family,Cash,8168.509166666667,1.6373856877800326,0.3481012658227848
CUST10121,47,139944.62624999997,40,83.83,6,6.3,1,1,23.0,Ibadan,Family,Cash,11662.052187499998,0.7188271725438977,0.14888337468982632
CUST10122,27,105657.2,11,102.63,9,9.7,2,7,9.0,Lagos,Family,USSD,8804.766666666666,1.165618623245742,0.7894736842105263
CUST10123,55,78150.37,31,89.94,11,6.1,2,3,4.1,Abuja,Business,USSD,6512.530833333333,1.3810299298646955,0.35369774919614144
CUST10124,21,29332.04,15,118.6,8,6.5,1,3,18.7,Abuja,Professional,USSD,2444.3366666666666,4.852032112324952,0.5298013245033113
CUST10125,45,135060.19,38,70.03,6,5.8,1,5,7.5,Ibadan,Professional,Bank Transfer,11255.015833333333,0.6222114747506279,0.16
CUST10126,38,29278.2,7,104.16,4,5.7,1,2,4.7,Ibadan,Student,Bank Transfer,2439.85,4.269114904604791,0.5970149253731343
CUST10127,26,57402.75,66,85.43,10,9.0,1,2,14.3,Port Harcourt,Professional,USSD,4783.5625,1.7859074695898716,0.1508295625942685
CUST10128,31,36324.1,10,84.21,13,2.5,4,1,20.0,Lagos,Family,Cash,3027.008333333333,2.7819546802260757,1.2745098039215688
CUST10129,39,53093.64,14,88.39,6,6.2,2,3,16.4,Abuja,Student,Card,4424.47,1.9977534032324773,0.43478260869565216
CUST10130,32,65900.93,2,91.45,6,7.4,3,2,8.6,Ibadan,Student,Cash,5491.744166666666,1.665226879195787,3.333333333333333
CUST10131,19,65633.07,4,82.38,8,10.0,0,7,12.8,Port Harcourt,Student,Card,5469.422500000001,1.5061919242845105,2.2857142857142856
CUST10132,39,69365.5,22,92.11,8,5.0,1,0,10.3,Kano,Family,USSD,5780.458333333333,1.5934722592643318,0.36697247706422015
CUST10133,25,133603.22,9,125.2,10,4.6,1,5,22.0,Abuja,Professional,Bank Transfer,11133.601666666667,1.1245237951600267,1.075268817204301
CUST10134,44,70582.13,54,113.97,7,5.5,1,1,9.4,Port Harcourt,Student,Bank Transfer,5881.844166666667,1.9376575912344953,0.12939001848428835
CUST10135,27,48088.69,1,106.81,8,8.3,2,4,12.6,Abuja,Family,Card,4007.3908333333334,2.665325256312867,8.0
CUST10136,57,93464.45,14,74.76,8,7.2,1,2,13.0,Kano,Family,USSD,7788.704166666666,0.9598515799322631,0.5594405594405594
CUST10137,29,105799.09,12,63.76,13,4.4,1,4,5.0,Ibadan,Professional,Bank Transfer,8816.590833333334,0.7231820235882935,1.056910569105691
CUST10138,34,27998.44,1,108.96,8,6.942268041237114,1,4,10.8,Abuja,Family,USSD,2333.2033333333334,4.669974470006186,8.0
CUST10139,48,76393.93,4,107.22,6,9.8,2,3,10.9,Abuja,Student,USSD,6366.160833333332,1.684217581161226,1.5
CUST10140,23,80880.94,16,123.1,9,7.5,1,2,20.3,Abuja,Business,Card,6740.078333333334,1.8263882689790696,0.5625
CUST10141,41,46696.69,20,71.53,6,7.3,2,1,13.2,Lagos,Professional,USSD,3891.3908333333334,1.8381602636075491,0.29411764705882354
CUST10142,54,117210.55,16,80.5,7,7.4,2,2,9.7,Ibadan,Business,USSD,9767.545833333334,0.8241578936367076,0.45161290322580644
CUST10143,19,50643.08,23,151.77500000000003,6,7.7,2,1,11.1,Lagos,Business,Card,4220.256666666667,3.5963452459842498,0.2643171806167401
CUST10144,40,58932.94,27,77.36,12,4.7,4,2,11.6,Kano,Family,Bank Transfer,4911.078333333334,1.5752141332164997,0.44280442804428044
CUST10145,41,50006.03,1,109.99,4,6.6,1,1,11.8,Kano,Student,Cash,4167.169166666667,2.63944168333299,4.0
CUST10146,47,55473.29,19,74.83,7,6.7,2,1,17.6,Kano,Family,USSD,4622.774166666667,1.6187249755693234,0.37433155080213903
CUST10147,23,30095.69,91,108.96,6,6.1,1,3,17.9,Ibadan,Student,Card,2507.9741666666664,4.344542358058579,0.06611570247933884
CUST10148,22,24910.89,22,81.99,10,8.2,3,1,6.1,Port Harcourt,Business,Bank Transfer,2075.9075,3.9495979469220086,0.45454545454545453
CUST10149,44,132199.34,34,95.82,3,5.9,1,3,18.4,Ibadan,Family,USSD,11016.611666666666,0.8697774134122002,0.08823529411764706
CUST10150,42,34518.81,11,57.2,7,6.4,4,2,16.5,Lagos,Business,Cash,2876.5674999999997,1.988481062933514,0.625
CUST10151,41,31882.82,45,90.7,6,4.7,0,3,11.7,Port Harcourt,Family,Bank Transfer,2656.9016666666666,3.413750728448738,0.13452914798206278
CUST10152,42,16826.73,44,22.434999999999988,7,7.7,2,2,3.2,Kano,Professional,Card,1402.2275,1.5999543583334366,0.15730337078651685
CUST10153,30,38702.5,22,82.1,5,8.7,0,4,13.3,Lagos,Professional,USSD,3225.2083333333335,2.5455719914734187,0.2262443438914027
CUST10154,41,26566.04,91,53.19,10,6.4,2,1,9.9,Kano,Professional,Card,2213.8366666666666,2.4026162725042948,0.11019283746556474
CUST10155,42,135699.32,4,115.47,8,8.5,2,3,15.3,Kano,Professional,Cash,11308.276666666667,1.021110496353261,2.0
CUST10156,29,95845.03,1,104.52,6,6.7,0,3,15.9,Ibadan,Family,Cash,7987.0858333333335,1.308612454918111,6.0
CUST10157,60,37669.49,44,100.2,7,2.5,3,4,19.9,Lagos,Business,Card,3139.1241666666665,3.1919731326333327,0.15873015873015872
CUST10158,44,139944.62624999997,49,126.98,6,6.9,4,4,5.6,Port Harcourt,Family,USSD,11662.052187499998,1.0888306616918064,0.12145748987854252
CUST10159,24,94377.64,4,61.58,14,6.7,1,4,24.8,Lagos,Business,Card,7864.803333333333,0.7829820707531996,3.68421052631579
CUST10160,46,46001.59,9,129.42,9,6.942268041237114,2,3,17.4,Kano,Business,Bank Transfer,3833.465833333333,3.3760572188917815,0.9677419354838709
CUST10161,26,13910.72,1,108.38,7,7.5,2,4,16.3,Abuja,Professional,Card,1159.2266666666667,9.34933633916864,7.0
CUST10162,47,139944.62624999997,10,79.92,8,5.8,0,5,23.5,Port Harcourt,Professional,Cash,11662.052187499998,0.6852996257868103,0.7692307692307692
CUST10163,52,25612.19,44,116.95,8,9.6,1,3,13.9,Abuja,Family,USSD,2134.3491666666664,5.479422103303155,0.1797752808988764
CUST10164,28,57402.75,22,59.09,12,6.9,1,3,18.2,Lagos,Professional,USSD,4783.5625,1.2352718293113134,0.5479452054794521
CUST10165,50,96519.68,13,87.41999999999999,10,6.6,3,2,13.0,Lagos,Student,Cash,8043.306666666666,1.0868664297270771,0.78125
CUST10166,43,139944.62624999997,14,70.9,11,6.942268041237114,0,3,17.0,Lagos,Professional,Cash,11662.052187499998,0.6079547481016623,0.7913669064748201
CUST10167,48,117764.07,1,71.86,9,7.0,3,4,19.0,Port Harcourt,Business,Bank Transfer,9813.6725,0.7322437140632113,9.0
CUST10168,61,74999.63,11,59.44,5,10.0,0,2,18.4,Ibadan,Student,Cash,6249.969166666667,0.9510446918204796,0.4672897196261683
CUST10169,35,76282.84,31,118.07,6,6.6,2,7,2.9,Lagos,Family,Cash,6356.903333333333,1.8573508799619942,0.19230769230769232
CUST10170,29,87945.01,91,87.31,8,7.6,2,4,9.5,Lagos,Business,Cash,7328.750833333333,1.1913353583108355,0.0881542699724518
CUST10171,27,83491.42,56,98.32,6,5.7,2,2,19.0,Abuja,Family,USSD,6957.618333333333,1.4131272410985465,0.10657193605683837
CUST10172,28,64199.05,1,70.82,10,8.6,1,2,15.0,Kano,Family,Cash,5349.920833333334,1.3237579060749338,10.0
CUST10173,37,58244.16,69,44.98,10,7.6,0,1,11.7,Lagos,Family,Card,4853.68,0.9267195200342832,0.1457725947521866
CUST10174,42,53138.78,46,95.42,7,6.4,4,2,15.0,Lagos,Professional,Card,4428.231666666667,2.154810479277093,0.15250544662309368
CUST10175,41,36330.32,46,40.83,8,5.4,0,3,5.4,Lagos,Student,USSD,3027.5266666666666,1.3486256107846009,0.17582417582417584
CUST10176,48,47132.46,18,87.41999999999999,12,4.6,2,6,16.7,Abuja,Business,Bank Transfer,3927.705,2.2257272376616877,0.6521739130434783
CUST10177,38,21676.03,15,52.01,8,7.8,0,5,14.2,Lagos,Professional,Bank Transfer,1806.3358333333333,2.8793095414612364,0.5263157894736842
CUST10178,55,52104.24,11,135.55,8,4.5,0,3,12.5,Abuja,Family,USSD,4342.0199999999995,3.1218188769282507,0.7407407407407407
CUST10179,35,31931.98,2,107.95,12,9.4,4,2,10.9,Kano,Family,Card,2660.9983333333334,4.0567481252337,6.0
CUST10180,70,29974.86,8,88.27,5,4.7,2,4,13.4,Port Harcourt,Student,USSD,2497.905,3.5337612919626644,0.6410256410256411
CUST10181,46,60720.11,8,117.27,6,6.7,1,2,10.4,Lagos,Business,Cash,5060.009166666667,2.3175847342832547,0.7058823529411765
CUST10182,28,118265.78,20,65.43,9,5.4,1,3,10.1,Port Harcourt,Family,USSD,9855.481666666667,0.6638944925573569,0.45226130653266333
CUST10183,25,91140.96,41,101.89,8,7.1,1,4,22.7,Abuja,Student,Bank Transfer,7595.080000000001,1.3415263565360733,0.19370460048426152
CUST10184,44,23186.21,19,91.54,13,7.0,0,1,2.5,Ibadan,Business,Card,1932.1841666666667,4.737643625241038,0.6735751295336787
CUST10185,35,31913.77,2,91.74,5,7.8,3,7,2.6,Lagos,Family,Bank Transfer,2659.4808333333335,3.4495454469967033,2.7777777777777777
CUST10186,47,92273.53,91,124.41,8,4.3,0,4,16.7,Kano,Professional,Bank Transfer,7689.4608333333335,1.6179287819594632,0.0881542699724518
CUST10187,44,32039.36,86,110.18,4,5.6,0,3,4.7,Kano,Family,Card,2669.9466666666667,4.126674190745383,0.046620046620046623
CUST10188,37,48607.85,46,95.91,3,8.7,2,3,0.0,Lagos,Student,Cash,4050.6541666666667,2.3677657003961294,0.0650759219088937
CUST10189,28,74430.2,91,53.23,13,8.2,4,2,18.1,Ibadan,Family,Card,6202.516666666666,0.8582000317075597,0.14325068870523416
CUST10190,20,32289.55,24,62.89,6,2.5,1,2,19.6,Abuja,Student,Card,2690.795833333333,2.337226749830828,0.2542372881355932
CUST10191,33,58281.79,91,89.83,7,7.7,1,4,4.2,Port Harcourt,Family,USSD,4856.815833333333,1.8495657048282148,0.07713498622589532
